SMILES,IUPAC,InChI,InChIKey,MolWeight,ExactMass,HBondDonors,HBondAcceptors,TPSA,LogP,RotatableBonds,Solubility,Viscosity_cP,ThermalStability_Score,BoilingPoint_C
O=C(CN(CCO)CC(F)F)c1ccc(Cl)cc1,"1-(4-chlorophenyl)-2-[2,2-difluoroethyl(2-hydroxyethyl)amino]ethanone","InChI=1S/C12H14ClF2NO2/c13-10-3-1-9(2-4-10)11(18)7-16(5-6-17)8-12(14)15/h1-4,12,17H,5-8H2",FIICMDKRAJFOPX-UHFFFAOYSA-N,277.698,277.068112808,1.0,3.0,40.540000000000006,2.0821,7.0,2.5,5.009,-16.951,250.589
CCC(Nc1ccc(Oc2ccccc2)cc1)C(N)=O,2-(4-phenoxyanilino)butanamide,"InChI=1S/C16H18N2O2/c1-2-15(16(17)19)18-12-8-10-14(11-9-12)20-13-6-4-3-5-7-13/h3-11,15,18H,2H2,1H3,(H2,17,19)",IBUAALXTOYPUQT-UHFFFAOYSA-N,270.332,270.136827816,2.0,3.0,64.35,3.1547,6.0,3.3,7.476,-10.174,329.856
CC1(C)OB(c2ccc(N3CCOCC3)c(NS(C)(=O)=O)c2)OC1(C)C,"N-[2-morpholin-4-yl-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl]methanesulfonamide","InChI=1S/C17H27BN2O5S/c1-16(2)17(3,4)25-18(24-16)13-6-7-15(20-8-10-23-11-9-20)14(12-13)19-26(5,21)22/h6-7,12,19H,8-11H2,1-5H3",HAQPZLVGJXXCIL-UHFFFAOYSA-N,382.2910000000001,382.173373364,1.0,6.0,77.10000000000001,1.1939,4.0,,9.175,1.502,200.709
CN(C(=O)CCCCl)c1n[nH]c2c1CCCC2,"4-chloro-N-methyl-N-(4,5,6,7-tetrahydro-1H-indazol-3-yl)butanamide","InChI=1S/C12H18ClN3O/c1-16(11(17)7-4-8-13)12-9-5-2-3-6-10(9)14-15-12/h2-8H2,1H3,(H,14,15)",HIOXRYLEYWAWPG-UHFFFAOYSA-N,255.749,255.113839876,1.0,2.0,48.99,2.2703,4.0,2.0,5.71,-2.672,261.192
CCCCOc1ccc(C2C(c3ccc(OC)cc3OC)=C(O)C(=O)N2c2ccc(Nc3ccccc3)cc2)cc1,"1-(4-anilinophenyl)-2-(4-butoxyphenyl)-3-(2,4-dimethoxyphenyl)-4-hydroxy-2H-pyrrol-5-one","InChI=1S/C34H34N2O5/c1-4-5-21-41-27-17-11-23(12-18-27)32-31(29-20-19-28(39-2)22-30(29)40-3)33(37)34(38)36(32)26-15-13-25(14-16-26)35-24-9-7-6-8-10-24/h6-20,22,32,35,37H,4-5,21H2,1-3H3",DJGKADVLCGPXRG-UHFFFAOYSA-N,550.6550000000002,550.246772188,2.0,6.0,80.26,7.683500000000007,11.0,6.8,9.927,-12.1,714.367
CCOc1nc(C(C)C)nc(NC2CCCC2)c1[N+](=O)[O-],N-cyclopentyl-6-ethoxy-5-nitro-2-propan-2-ylpyrimidin-4-amine,"InChI=1S/C14H22N4O3/c1-4-21-14-11(18(19)20)13(15-10-7-5-6-8-10)16-12(17-14)9(2)3/h9-10H,4-8H2,1-3H3,(H,15,16,17)",SMYCCRYBDTYTSX-UHFFFAOYSA-N,294.355,294.169190564,1.0,6.0,90.18,3.261400000000002,6.0,4.0,10.307,-8.759,341.702
CCCCCCC(C)OCC(=O)C(C)CC,3-methyl-1-octan-2-yloxypentan-2-one,"InChI=1S/C14H28O2/c1-5-7-8-9-10-13(4)16-11-14(15)12(3)6-2/h12-13H,5-11H2,1-4H3",VDSLTPBRNMOHSJ-UHFFFAOYSA-N,228.37599999999995,228.208930136,0.0,2.0,26.3,3.977100000000004,10.0,4.5,3.287,-30.627,384.823
Cn1nncc1C(=O)CCOCC(F)F,"3-(2,2-difluoroethoxy)-1-(3-methyltriazol-4-yl)propan-1-one","InChI=1S/C8H11F2N3O2/c1-13-6(4-11-12-13)7(14)2-3-15-5-8(9)10/h4,8H,2-3,5H2,1H3",PRJQZNYOIAIMAI-UHFFFAOYSA-N,219.191,219.081933032,0.0,5.0,57.010000000000005,0.6695999999999999,6.0,0.3,6.639,-17.701,135.291
Cc1onc(c2ccccc2Cl)c1C(=O)Nc1ccc(OC(F)F)c(Cl)c1,"N-[3-chloro-4-(difluoromethoxy)phenyl]-3-(2-chlorophenyl)-5-methyl-1,2-oxazole-4-carboxamide","InChI=1S/C18H12Cl2F2N2O3/c1-9-15(16(24-27-9)11-4-2-3-5-12(11)19)17(25)23-10-6-7-14(13(20)8-10)26-18(21)22/h2-8,18H,1H3,(H,23,25)",YEGMRCWJRSVNBK-UHFFFAOYSA-N,413.207,412.019304044,1.0,4.0,64.36,5.810520000000002,5.0,5.4,7.762,7.281,551.902
O=C(CNC(=O)c1ccc(F)cc1)Nc1ncccc1O,4-fluoro-N-[2-[(3-hydroxy-2-pyridinyl)amino]-2-oxoethyl]benzamide,"InChI=1S/C14H12FN3O3/c15-10-5-3-9(4-6-10)14(21)17-8-12(20)18-13-11(19)2-1-7-16-13/h1-7,19H,8H2,(H,17,21)(H,16,18,20)",USHLTYWQEAQFKQ-UHFFFAOYSA-N,289.266,289.08626946399994,3.0,4.0,91.32,1.2948,4.0,1.1,10.411,-2.947,193.393
Cc1ccc(C)c(Nc2ccc([N+](=O)[O-])cc2)c1,"2,5-dimethyl-N-(4-nitrophenyl)aniline","InChI=1S/C14H14N2O2/c1-10-3-4-11(2)14(9-10)15-12-5-7-13(8-6-12)16(17)18/h3-9,15H,1-2H3",VLEHQIMMGFWKRQ-UHFFFAOYSA-N,242.278,242.105527688,1.0,3.0,55.17,3.9552400000000025,3.0,4.0,6.402,5.024,385.407
O=C(CNc1cccc(F)c1)c1ccc(Cl)cc1,1-(4-chlorophenyl)-2-(3-fluoroanilino)ethanone,"InChI=1S/C14H11ClFNO/c15-11-6-4-10(5-7-11)14(18)9-17-13-3-1-2-12(16)8-13/h1-8,17H,9H2",ZAJONYNYMTZDSF-UHFFFAOYSA-N,263.699,263.051319872,1.0,2.0,29.1,3.773900000000002,4.0,4.0,3.737,0.733,375.234
COc1ccc(C(=O)N2CCN(C(=O)CCCOc3ccccc3Cl)CC2)cc1,4-(2-chlorophenoxy)-1-[4-(4-methoxybenzoyl)piperazin-1-yl]butan-1-one,"InChI=1S/C22H25ClN2O4/c1-28-18-10-8-17(9-11-18)22(27)25-14-12-24(13-15-25)21(26)7-4-16-29-20-6-3-2-5-19(20)23/h2-3,5-6,8-11H,4,7,12-16H2,1H3",DPPYSZOBDWIAOV-UHFFFAOYSA-N,416.9050000000001,416.15028496,0.0,4.0,59.08,3.492200000000002,7.0,3.2,7.142,-7.17,378.62
Cc1cc(C)cc(C(=O)NCCCOCCCl)c1,"N-[3-(2-chloroethoxy)propyl]-3,5-dimethylbenzamide","InChI=1S/C14H20ClNO2/c1-11-8-12(2)10-13(9-11)14(17)16-5-3-6-18-7-4-15/h8-10H,3-7H2,1-2H3,(H,16,17)",BQHIHQBEZLMBJC-UHFFFAOYSA-N,269.77199999999993,269.11825656,1.0,2.0,38.33,2.678740000000001,7.0,2.7,4.673,-16.154,294.069
COc1ccc(NC(=O)Cn2c(C[NH+]3CCCC3)nc3sc(C)c(C)c3c2=O)c(OC)c1,"N-(2,4-dimethoxyphenyl)-2-[5,6-dimethyl-4-oxo-2-(pyrrolidin-1-ium-1-ylmethyl)thieno[2,3-d]pyrimidin-3-yl]acetamide","InChI=1S/C23H28N4O4S/c1-14-15(2)32-22-21(14)23(29)27(19(25-22)12-26-9-5-6-10-26)13-20(28)24-17-8-7-16(30-3)11-18(17)31-4/h7-8,11H,5-6,9-10,12-13H2,1-4H3,(H,24,28)/p+1",VKNQFFHVNFDFNV-UHFFFAOYSA-O,457.5760000000002,457.19040282809,2.0,7.0,86.89,1.90944,7.0,3.1,10.504,-8.302,266.42
OCc1cccc2c1OC(c1ccccc1)=CN2,"(2-phenyl-4H-1,4-benzoxazin-8-yl)methanol","InChI=1S/C15H13NO2/c17-10-12-7-4-8-13-15(12)18-14(9-16-13)11-5-2-1-3-6-11/h1-9,16-17H,10H2",LJSZAPFKMVSGMP-UHFFFAOYSA-N,239.27400000000003,239.094628656,2.0,3.0,41.49,2.9818000000000007,2.0,2.4,5.128,7.927,311.919
CC(C)CNC(=O)c1ccc2nc(Cl)[nH]c2c1,2-chloro-N-(2-methylpropyl)-3H-benzimidazole-5-carboxamide,"InChI=1S/C12H14ClN3O/c1-7(2)6-14-11(17)8-3-4-9-10(5-8)16-12(13)15-9/h3-5,7H,6H2,1-2H3,(H,14,17)(H,15,16)",PQZIDWGRVBFCCX-UHFFFAOYSA-N,251.717,251.082539748,2.0,2.0,57.78,2.6021,3.0,3.1,6.681,2.79,285.432
COc1nc(C(O)C(F)(F)F)cs1,"2,2,2-trifluoro-1-(2-methoxy-1,3-thiazol-4-yl)ethanol","InChI=1S/C6H6F3NO2S/c1-12-5-10-3(2-13-5)4(11)6(7,8)9/h2,4,11H,1H3",RWWKXZGUFJPQKA-UHFFFAOYSA-N,213.18,213.007134092,1.0,4.0,42.35,1.7474,2.0,1.6,5.161,4.154,215.164
CCC(=O)C(CCCCCCCOc1ccc(OCc2ccccc2)cc1)C(=O)CC,"4-[7-(4-phenylmethoxyphenoxy)heptyl]heptane-3,5-dione","InChI=1S/C27H36O4/c1-3-26(28)25(27(29)4-2)15-11-6-5-7-12-20-30-23-16-18-24(19-17-23)31-21-22-13-9-8-10-14-22/h8-10,13-14,16-19,25H,3-7,11-12,15,20-21H2,1-2H3",HHXQZMJGRNYDGE-UHFFFAOYSA-N,424.5810000000002,424.261359632,0.0,4.0,52.6,6.559400000000007,16.0,6.6,6.509,-45.652,609.888
Cn1cnc2c(=O)n3cc(c4ccc(c5ccccc5)cc4)[nH]c3nc21,"3-methyl-6-(4-phenylphenyl)-5H-imidazo[1,2-a]purin-9-one","InChI=1S/C20H15N5O/c1-24-12-21-17-18(24)23-20-22-16(11-25(20)19(17)26)15-9-7-14(8-10-15)13-5-3-2-4-6-13/h2-12H,1H3,(H,22,23)",GUKQACGKEVDLHC-UHFFFAOYSA-N,341.374,341.12766010000007,1.0,5.0,67.97999999999999,3.2433000000000014,2.0,2.5,8.081,13.555,347.867
CCN(C(=O)c1ccc[nH]c1=O)c1cccc(O)c1,N-ethyl-N-(3-hydroxyphenyl)-2-oxo-1H-pyridine-3-carboxamide,"InChI=1S/C14H14N2O3/c1-2-16(10-5-3-6-11(17)9-10)14(19)12-7-4-8-15-13(12)18/h3-9,17H,2H2,1H3,(H,15,18)",YIRSGRCWPYFGDN-UHFFFAOYSA-N,258.277,258.100442308,2.0,3.0,73.4,1.7472,3.0,1.4,8.357,1.408,222.364
CCCNc1nccc(C(=O)N(C)CC2CC2)c1F,N-(cyclopropylmethyl)-3-fluoro-N-methyl-2-(propylamino)pyridine-4-carboxamide,"InChI=1S/C14H20FN3O/c1-3-7-16-13-12(15)11(6-8-17-13)14(19)18(2)9-10-4-5-10/h6,8,10H,3-5,7,9H2,1-2H3,(H,16,17)",WFBUMWURBILIKR-UHFFFAOYSA-N,265.33199999999994,265.15904048,1.0,3.0,45.23,2.5246000000000004,6.0,2.4,5.454,-11.684,281.798
Cc1cccc(CNc2nc(Br)cn3ccnc23)c1,"6-bromo-N-[(3-methylphenyl)methyl]imidazo[1,2-a]pyrazin-8-amine","InChI=1S/C14H13BrN4/c1-10-3-2-4-11(7-10)8-17-13-14-16-5-6-19(14)9-12(15)18-13/h2-7,9H,8H2,1H3,(H,17,18)",AOYDGTVAKWZCMS-UHFFFAOYSA-N,317.19000000000005,316.03235851600004,1.0,4.0,42.22,3.412320000000001,3.0,3.9,5.356,7.684,356.674
C[n+]1ccc(c2cc(c3cc[n+](C)cc3)cc(c3cc(c4ccccn4)nc(c4ccccn4)c3)c2)cc1,"4-[3,5-bis(1-methylpyridin-1-ium-4-yl)phenyl]-2,6-dipyridin-2-ylpyridine","InChI=1S/C33H27N5/c1-37-15-9-24(10-16-37)26-19-27(25-11-17-38(2)18-12-25)21-28(20-26)29-22-32(30-7-3-5-13-34-30)36-33(23-29)31-8-4-6-14-35-31/h3-23H,1-2H3/q+2",ZFEREHISNXJQCA-UHFFFAOYSA-N,493.6140000000002,493.2255487041801,0.0,3.0,46.43,5.855600000000006,5.0,5.1,5.93,11.392,568.148
Fc1cc(Br)cnc1N1CCC2(CCCC2)CC1,8-(5-bromo-3-fluoro-2-pyridinyl)-8-azaspiro[4.5]decane,"InChI=1S/C14H18BrFN2/c15-11-9-12(16)13(17-10-11)18-7-5-14(6-8-18)3-1-2-4-14/h9-10H,1-8H2",BTWOXGXBAOVCRD-UHFFFAOYSA-N,313.2140000000001,312.063738896,0.0,2.0,16.130000000000003,4.143800000000003,1.0,4.6,2.439,18.948,410.899
CCCOc1ccc(C(C)NC(=O)c2ccc(CS(C)(=O)=O)cc2)cc1OCCC,"N-[1-(3,4-dipropoxyphenyl)ethyl]-4-(methylsulfonylmethyl)benzamide","InChI=1S/C23H31NO5S/c1-5-13-28-21-12-11-20(15-22(21)29-14-6-2)17(3)24-23(25)19-9-7-18(8-10-19)16-30(4,26)27/h7-12,15,17H,5-6,13-14,16H2,1-4H3,(H,24,25)",BJUNSGULZLMGIL-UHFFFAOYSA-N,433.5700000000002,433.192294092,1.0,5.0,81.7,4.299800000000004,11.0,4.0,9.637,-24.722,441.856
O=C(NCc1ccc(Cl)cc1)OCCCc1ccc(Cl)cc1,3-(4-chlorophenyl)propyl N-[(4-chlorophenyl)methyl]carbamate,"InChI=1S/C17H17Cl2NO2/c18-15-7-3-13(4-8-15)2-1-11-22-17(21)20-12-14-5-9-16(19)10-6-14/h3-10H,1-2,11-12H2,(H,20,21)",NAKQDRWFPOKJOS-UHFFFAOYSA-N,338.23400000000004,337.063634144,1.0,2.0,38.33,4.852400000000004,6.0,5.0,4.809,-3.383,468.047
CCC(Sc1nnc(c2ccncc2)n1CC)C(=O)Nc1nnc(C)s1,"2-[(4-ethyl-5-pyridin-4-yl-1,2,4-triazol-3-yl)sulfanyl]-N-(5-methyl-1,3,4-thiadiazol-2-yl)butanamide","InChI=1S/C16H19N7OS2/c1-4-12(14(24)18-15-21-19-10(3)25-15)26-16-22-20-13(23(16)5-2)11-6-8-17-9-7-11/h6-9,12H,4-5H2,1-3H3,(H,18,21,24)",DYTXLXYDLCSCFR-UHFFFAOYSA-N,389.5100000000001,389.1092502280001,1.0,9.0,98.48,3.029320000000001,7.0,2.2,11.627,-9.466,339.521
Oc1ccc2[nH]cc(COc3cccc(Cl)c3)c2c1,3-[(3-chlorophenoxy)methyl]-1H-indol-5-ol,"InChI=1S/C15H12ClNO2/c16-11-2-1-3-13(6-11)19-9-10-8-17-15-5-4-12(18)7-14(10)15/h1-8,17-18H,9H2",KHSOWVSCFSEKBZ-UHFFFAOYSA-N,273.71900000000005,273.055656304,2.0,2.0,45.25,4.105900000000002,3.0,3.8,5.472,6.898,401.738
CS(=O)(=O)NC1CCN(c2nc(c3cc(Cl)cc(Cl)c3)no2)CC1,"N-[1-[3-(3,5-dichlorophenyl)-1,2,4-oxadiazol-5-yl]piperidin-4-yl]methanesulfonamide","InChI=1S/C14H16Cl2N4O3S/c1-24(21,22)19-12-2-4-20(5-3-12)14-17-13(18-23-14)9-6-10(15)8-11(16)7-9/h6-8,12,19H,2-5H2,1H3",LLYZJWSZQCNCAL-UHFFFAOYSA-N,391.28000000000014,390.032016732,1.0,6.0,88.33,2.561400000000001,4.0,3.2,10.316,4.687,304.71
O=S(=O)(c1ccc(COc2cc(Cl)ccc2Cl)o1)N1CCCC1,"1-[5-[(2,5-dichlorophenoxy)methyl]furan-2-yl]sulfonylpyrrolidine","InChI=1S/C15H15Cl2NO4S/c16-11-3-5-13(17)14(9-11)21-10-12-4-6-15(22-12)23(19,20)18-7-1-2-8-18/h3-6,9H,1-2,7-8,10H2",GDUNMQAMMKZYKT-UHFFFAOYSA-N,376.26100000000014,375.00988432,0.0,4.0,59.75000000000001,3.949900000000003,5.0,3.7,7.128,1.713,406.444
O=C1NCCCc2[nH]c(c3noc(C4CC4)n3)nc21,"2-(5-cyclopropyl-1,2,4-oxadiazol-3-yl)-5,6,7,8-tetrahydro-1H-imidazo[4,5-c]azepin-4-one","InChI=1S/C12H13N5O2/c18-11-8-7(2-1-5-13-11)14-9(15-8)10-16-12(19-17-10)6-3-4-6/h6H,1-5H2,(H,13,18)(H,14,15)",COQNVQVSRRUBCV-UHFFFAOYSA-N,259.269,259.106924656,2.0,5.0,96.7,1.0131,2.0,0.6,10.889,4.99,167.466
Cc1nc(N2CCCCC2C)ncc1CO,[4-methyl-2-(2-methylpiperidin-1-yl)pyrimidin-5-yl]methanol,"InChI=1S/C12H19N3O/c1-9-5-3-4-6-15(9)12-13-7-11(8-16)10(2)14-12/h7,9,16H,3-6,8H2,1-2H3",QQPAAIHFBNZBTK-UHFFFAOYSA-N,221.304,221.152812228,1.0,4.0,49.25,1.6561199999999998,2.0,1.5,5.868,4.377,209.618
CCCCCCNc1nc(NCCCCCC)nc(NC2CCCCC2)n1,"2-N-cyclohexyl-4-N,6-N-dihexyl-1,3,5-triazine-2,4,6-triamine","InChI=1S/C21H40N6/c1-3-5-7-12-16-22-19-25-20(23-17-13-8-6-4-2)27-21(26-19)24-18-14-10-9-11-15-18/h18H,3-17H2,1-2H3,(H3,22,23,24,25,26,27)",NSXXHPWWTOOLGX-UHFFFAOYSA-N,376.5930000000002,376.33144528,3.0,6.0,74.76,5.6006000000000045,14.0,7.3,9.129,-39.969,530.3
CC(C)C(NC(=O)CCc1ccc(S(N)(=O)=O)cc1)c1ccc(C(C)(C)C)cc1,N-[1-(4-tert-butylphenyl)-2-methylpropyl]-3-(4-sulfamoylphenyl)propanamide,"InChI=1S/C23H32N2O3S/c1-16(2)22(18-9-11-19(12-10-18)23(3,4)5)25-21(26)15-8-17-6-13-20(14-7-17)29(24,27)28/h6-7,9-14,16,22H,8,15H2,1-5H3,(H,25,26)(H2,24,27,28)",BFNSOHVTARYVFT-UHFFFAOYSA-N,416.58700000000016,416.213363884,2.0,3.0,89.25999999999999,4.077600000000003,7.0,4.5,10.259,-6.015,422.474
Cc1ccc(C(=O)COC(=O)C=Cc2cc(C)n(C3CC3)c2C)cc1C,"[2-(3,4-dimethylphenyl)-2-oxoethyl] 3-(1-cyclopropyl-2,5-dimethylpyrrol-3-yl)prop-2-enoate","InChI=1S/C22H25NO3/c1-14-5-6-19(11-15(14)2)21(24)13-26-22(25)10-7-18-12-16(3)23(17(18)4)20-8-9-20/h5-7,10-12,20H,8-9,13H2,1-4H3",PLDRUDDJXPNBIZ-UHFFFAOYSA-N,351.4460000000002,351.18344366,0.0,4.0,48.3,4.495980000000004,6.0,4.3,5.933,-3.436,443.43
CC(C)(C)OC(=O)N1CCc2cc(NC(=O)Nc3ccc(Cl)nc3)ccc2C1,"tert-butyl 6-[(6-chloro-3-pyridinyl)carbamoylamino]-3,4-dihydro-1H-isoquinoline-2-carboxylate","InChI=1S/C20H23ClN4O3/c1-20(2,3)28-19(27)25-9-8-13-10-15(5-4-14(13)12-25)23-18(26)24-16-6-7-17(21)22-11-16/h4-7,10-11H,8-9,12H2,1-3H3,(H2,23,24,26)",JPPARXUDMHEHMX-UHFFFAOYSA-N,402.88200000000006,402.145868276,2.0,4.0,83.56,4.672200000000004,2.0,3.1,9.762,19.489,464.876
CC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F)OCCC(C)(C)O,"4-(5,5,6,6,7,7,8,8,9,9-decafluorodecan-2-yloxy)-2-methylbutan-2-ol","InChI=1S/C15H22F10O2/c1-9(27-8-7-10(2,3)26)5-6-12(18,19)14(22,23)15(24,25)13(20,21)11(4,16)17/h9,26H,5-8H2,1-4H3",UDQJBPGXQBQRKG-UHFFFAOYSA-N,424.3190000000002,424.146012144,1.0,2.0,29.46,5.529100000000004,11.0,5.2,4.095,-22.726,532.574
O=C(Nc1cccc(SC(C(=O)Nc2cccc(Cl)c2)c2ccccc2)c1)c1cccc(Cl)c1,3-chloro-N-[3-[2-(3-chloroanilino)-2-oxo-1-phenylethyl]sulfanylphenyl]benzamide,"InChI=1S/C27H20Cl2N2O2S/c28-20-10-4-9-19(15-20)26(32)30-23-13-6-14-24(17-23)34-25(18-7-2-1-3-8-18)27(33)31-22-12-5-11-21(29)16-22/h1-17,25H,(H,30,32)(H,31,33)",PXVMIROPIUJUTI-UHFFFAOYSA-N,507.4420000000001,506.06225424,2.0,3.0,58.2,7.717800000000005,7.0,7.1,7.335,5.808,710.026
CCC(Nc1cnc(Cl)c(C)c1)c1cc(Br)ccc1O,4-bromo-2-[1-[(6-chloro-5-methyl-3-pyridinyl)amino]propyl]phenol,"InChI=1S/C15H16BrClN2O/c1-3-13(12-7-10(16)4-5-14(12)20)19-11-6-9(2)15(17)18-8-11/h4-8,13,19-20H,3H2,1-2H3",JCWXIJQUGVPAOC-UHFFFAOYSA-N,355.663,354.013452912,2.0,3.0,45.150000000000006,5.074720000000003,4.0,4.9,5.726,7.933,487.51
Cc1nc2c(Nc3ccccc3S(C)(=O)=O)cc(Nc3cc4c(nn3)CCC4)nc2n1PI,"5-N-(6,7-dihydro-5H-cyclopenta[c]pyridazin-3-yl)-3-iodophosphanyl-2-methyl-7-N-(2-methylsulfonylphenyl)imidazo[4,5-b]pyridine-5,7-diamine","InChI=1S/C21H21IN7O2PS/c1-12-23-20-16(24-15-7-3-4-9-17(15)33(2,30)31)11-18(26-21(20)29(12)32-22)25-19-10-13-6-5-8-14(13)27-28-19/h3-4,7,9-11,32H,5-6,8H2,1-2H3,(H2,24,25,26,28)",AEBQZPMBIIXOAN-UHFFFAOYSA-N,593.3910000000002,593.0259785420002,2.0,9.0,114.69,4.700720000000004,6.0,4.1,13.756,9.071,497.497
O=C(Cc1csc(Cl)c1)C1CCCCO1,2-(5-chlorothiophen-3-yl)-1-(oxan-2-yl)ethanone,"InChI=1S/C11H13ClO2S/c12-11-6-8(7-15-11)5-9(13)10-3-1-2-4-14-10/h6-7,10H,1-5H2",BQUDMJKINPKUEL-UHFFFAOYSA-N,244.743,244.032478336,0.0,3.0,26.3,3.082200000000001,3.0,2.9,3.419,3.402,320.324
Cc1cc(F)ccc1NC(=O)NCc1nc(c2ccccc2)n[nH]1,"1-(4-fluoro-2-methylphenyl)-3-[(3-phenyl-1H-1,2,4-triazol-5-yl)methyl]urea","InChI=1S/C17H16FN5O/c1-11-9-13(18)7-8-14(11)20-17(24)19-10-15-21-16(23-22-15)12-5-3-2-4-6-12/h2-9H,10H2,1H3,(H2,19,20,24)(H,21,22,23)",MWOIIYPDMDLIIA-UHFFFAOYSA-N,325.347,325.13388835200004,3.0,3.0,82.69999999999999,3.240920000000001,4.0,2.6,9.521,2.749,345.125
COc1ccc(Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCCC4)c3n2)cc1,"9-cyclohexyl-8-N-(2,4-difluorophenyl)-2-N-(4-methoxyphenyl)purine-2,8-diamine","InChI=1S/C24H24F2N6O/c1-33-18-10-8-16(9-11-18)28-23-27-14-21-22(31-23)32(17-5-3-2-4-6-17)24(30-21)29-20-12-7-15(25)13-19(20)26/h7-14,17H,2-6H2,1H3,(H,29,30)(H,27,28,31)",CNGMWGJFSGLEGW-UHFFFAOYSA-N,450.49300000000034,450.19796582800006,2.0,7.0,76.89,6.105500000000004,6.0,5.7,9.49,4.736,579.991
COCC1CN(C(=O)NCCc2c[nH]c3ccc(F)cc23)CCO1,N-[2-(5-fluoro-1H-indol-3-yl)ethyl]-2-(methoxymethyl)morpholine-4-carboxamide,"InChI=1S/C17H22FN3O3/c1-23-11-14-10-21(6-7-24-14)17(22)19-5-4-12-9-20-16-3-2-13(18)8-15(12)16/h2-3,8-9,14,20H,4-7,10-11H2,1H3,(H,19,22)",BIZXKQHAQOQAMA-UHFFFAOYSA-N,335.37900000000013,335.16451978399994,2.0,3.0,66.59,1.9063,5.0,1.3,7.83,-4.418,246.633
CCC1(CC)NC(=O)CN(Cc2cnccc2C)C1=O,"3,3-diethyl-1-[(4-methyl-3-pyridinyl)methyl]piperazine-2,5-dione","InChI=1S/C15H21N3O2/c1-4-15(5-2)14(20)18(10-13(19)17-15)9-12-8-16-7-6-11(12)3/h6-8H,4-5,9-10H2,1-3H3,(H,17,19)",UPKHQBPXCRZUIG-UHFFFAOYSA-N,275.35200000000003,275.163376912,1.0,3.0,62.3,1.4072199999999992,4.0,1.3,7.181,-3.418,199.598
CCc1ccccc1Sc1nccn2c(=O)n(CC(=O)Nc3c(C)cccc3C)nc12,"N-(2,6-dimethylphenyl)-2-[8-(2-ethylphenyl)sulfanyl-3-oxo-[1,2,4]triazolo[4,3-a]pyrazin-2-yl]acetamide","InChI=1S/C23H23N5O2S/c1-4-17-10-5-6-11-18(17)31-22-21-26-28(23(30)27(21)13-12-24-22)14-19(29)25-20-15(2)8-7-9-16(20)3/h5-13H,4,14H2,1-3H3,(H,25,29)",LLYKQNXHOLYXAD-UHFFFAOYSA-N,433.5370000000002,433.157245976,1.0,7.0,81.29,3.860140000000002,6.0,4.2,9.796,-0.603,408.876
Cc1cc(C)nc(SC2=C(Nc3ccccc3Cl)C(=O)N(c3ccc(OCC(C)C)cc3)C2=O)n1,"3-(2-chloroanilino)-4-(4,6-dimethylpyrimidin-2-yl)sulfanyl-1-[4-(2-methylpropoxy)phenyl]pyrrole-2,5-dione","InChI=1S/C26H25ClN4O3S/c1-15(2)14-34-19-11-9-18(10-12-19)31-24(32)22(30-21-8-6-5-7-20(21)27)23(25(31)33)35-26-28-16(3)13-17(4)29-26/h5-13,15,30H,14H2,1-4H3",SRSBPGCZLFQPBO-UHFFFAOYSA-N,509.0310000000003,508.13358934,1.0,7.0,84.42,5.770840000000005,8.0,6.4,10.26,-3.007,564.258
Cc1ccc(CC2CC(=O)N(c3ccc4c(C(F)(F)F)cc(=O)oc4c3)C2=O)cc1,"3-[(4-methylphenyl)methyl]-1-[2-oxo-4-(trifluoromethyl)chromen-7-yl]pyrrolidine-2,5-dione","InChI=1S/C22H16F3NO4/c1-12-2-4-13(5-3-12)8-14-9-19(27)26(21(14)29)15-6-7-16-17(22(23,24)25)11-20(28)30-18(16)10-15/h2-7,10-11,14H,8-9H2,1H3",LRSKDDUWYFHLMP-UHFFFAOYSA-N,415.3670000000001,415.1031426519999,0.0,4.0,67.59,4.242420000000004,3.0,3.5,7.99,14.253,434.64
CCCC(O)c1nc2ccccc2n1CCCOc1ccc(C)cc1C,"1-[1-[3-(2,4-dimethylphenoxy)propyl]benzimidazol-2-yl]butan-1-ol","InChI=1S/C22H28N2O2/c1-4-8-20(25)22-23-18-9-5-6-10-19(18)24(22)13-7-14-26-21-12-11-16(2)15-17(21)3/h5-6,9-12,15,20,25H,4,7-8,13-14H2,1-3H3",WQMJUYUMSNKPJA-UHFFFAOYSA-N,352.47800000000007,352.215078136,1.0,4.0,47.28,4.955740000000005,8.0,4.6,5.933,-12.465,478.077
CC(=O)C(C)Cc1ccccc1F,4-(2-fluorophenyl)-3-methylbutan-2-one,"InChI=1S/C11H13FO/c1-8(9(2)13)7-10-5-3-4-6-11(10)12/h3-6,8H,7H2,1-2H3",DFYMLGPQEDYGSW-UHFFFAOYSA-N,180.222,180.095043256,0.0,1.0,17.07,2.593300000000001,3.0,2.5,2.167,-0.802,273.333
